SDR ID,Site,CP ID,Connector Type,Consum(kWh),Duration,Start,End,Postcode
2547051,"Queen Street Charging Hub, Dundee",51592,rapid,55.19,01:46:53,22/10/2021 13:21,22/10/2021 15:08,DD5 2HD
2547096,"Princes Street Charging Hub, Dundee",APT51423,rapid,21.88,01:00:25,22/10/2021 13:26,22/10/2021 14:27,DD4 6BY
2547129,"Queen Street Charging Hub, Dundee",51599,ac,4.63,00:42:39,22/10/2021 13:29,22/10/2021 14:12,DD5 2HD
2547145,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,16.94,01:00:18,22/10/2021 13:32,22/10/2021 14:32,DD2 3BH
2547166,"Princes Street Charging Hub, Dundee",APT51422,rapid,7.03,00:24:50,22/10/2021 13:34,22/10/2021 13:59,DD4 6BY
2547167,"Queen Street Charging Hub, Dundee",APT51597,ac,7.4,01:30:53,22/10/2021 13:35,22/10/2021 15:05,DD5 2HD
2547265,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,7.26,00:27:22,22/10/2021 13:45,22/10/2021 14:12,DD2 3BH
2547307,"Queen Street Charging Hub, Dundee",APT51596,rapid,22.22,01:00:14,22/10/2021 13:48,22/10/2021 14:49,DD5 2HD
2547352,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,14.17,00:19:30,22/10/2021 13:55,22/10/2021 14:14,DD2 3BH
2547443,"Gellatly Street Car Park, Dundee",APT51356,ac,3.27,00:59:16,22/10/2021 14:00,22/10/2021 14:59,DD1 3DY
2547515,"Whitfield Centre, Lothian Crescent, Dundee",50263,ac,4.94,00:47:37,22/10/2021 14:02,22/10/2021 14:50,DD4 0HU
2547748,"Princes Street Charging Hub, Dundee",51421,rapid,8.18,00:14:20,22/10/2021 14:15,22/10/2021 14:29,DD4 6BY
2547774,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,1.51,00:26:34,22/10/2021 14:17,22/10/2021 14:44,DD2 3BH
2547789,"Gellatly Street Car Park, Dundee",APT51356,ac,6.19,01:51:50,22/10/2021 14:19,22/10/2021 16:11,DD1 3DY
2547818,"Princes Street Charging Hub, Dundee",APT51425,rapid,19.54,00:45:22,22/10/2021 14:22,22/10/2021 15:07,DD4 6BY
2547840,South Tay Street (Car Club / Public),52567,ac,7.62,02:03:07,22/10/2021 14:24,22/10/2021 16:27,DD1 1PF
2547893,"Dundee Taybridge Rail Station, South Union Street, Dundee",APT50348,ac,4.26,02:24:22,22/10/2021 14:31,22/10/2021 16:56,
2547902,"Greenmarket Multi Storey Car Park, Dundee",APTCYCPIP-0039-13,ac,1.99,00:33:36,22/10/2021 15:32,22/10/2021 16:06,DD1 4BX
2548012,"Queen Street Charging Hub, Dundee",APT51591,rapid,12.69,00:37:16,22/10/2021 14:46,22/10/2021 15:23,DD5 2HD
2548021,"Queen Street Charging Hub, Dundee",APT51594,rapid,24.89,02:09:49,22/10/2021 14:47,22/10/2021 16:57,DD5 2HD
2548037,"Princes Street Charging Hub, Dundee",APT51422,rapid,51.34,01:03:31,22/10/2021 14:48,22/10/2021 15:52,DD4 6BY
2548097,"Queen Street Charging Hub, Dundee",APT51596,rapid,6.35,02:00:47,22/10/2021 14:56,22/10/2021 16:57,DD5 2HD
2548118,"Princes Street Charging Hub, Dundee",51428,ac,15.75,03:11:41,22/10/2021 14:58,22/10/2021 18:10,DD4 6BY
2548179,"Princes Street Charging Hub, Dundee",51421,rapid,36.92,00:58:22,22/10/2021 15:05,22/10/2021 16:04,DD4 6BY
2548226,"Princes Street Charging Hub, Dundee",APT51423,rapid,14.22,00:41:08,22/10/2021 15:13,22/10/2021 15:54,DD4 6BY
2548229,"Queen Street Charging Hub, Dundee",APT51591,rapid,28.24,01:00:22,22/10/2021 15:13,22/10/2021 16:14,DD5 2HD
2548235,"Housing Office East, Midmill Road, Dundee",50269,ac,12.2,05:17:02,22/10/2021 15:15,22/10/2021 20:32,DD4 8ES
2548237,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,27.87,00:32:59,22/10/2021 15:14,22/10/2021 15:47,DD2 3BH
2548316,"Dundee Ice Arena, Dundee",50692,rapid,13,00:54:04,22/10/2021 16:23,22/10/2021 17:17,DD2 3QN
2548409,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,16.966,00:30:53,22/10/2021 14:33,22/10/2021 15:04,DD2 3BH
2548411,"Princes Street Charging Hub, Dundee",APT51425,rapid,17.69,,22/10/2021 15:33,22/10/2021 15:33,DD4 6BY
2548412,"Queen Street Charging Hub, Dundee",51592,rapid,9.86,00:19:52,22/10/2021 16:34,22/10/2021 16:54,DD5 2HD
2548442,"Princes Street Charging Hub, Dundee",APT51425,rapid,8.42,01:12:44,22/10/2021 15:39,22/10/2021 16:51,DD4 6BY
2548451,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,11,00:28:14,22/10/2021 15:39,22/10/2021 16:07,DD2 3BH
2548519,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,14.728,00:48:44,22/10/2021 14:49,22/10/2021 15:38,DD2 3BH
2548559,"Dundee Ice Arena, Dundee",50692,rapid,9.27,01:22:55,22/10/2021 15:55,22/10/2021 17:18,DD2 3QN
2548582,"Queen Street Charging Hub, Dundee",51592,rapid,20.79,00:38:20,22/10/2021 15:59,22/10/2021 16:37,DD5 2HD
2548636,"Princes Street Charging Hub, Dundee",51421,rapid,3.75,00:11:03,22/10/2021 16:06,22/10/2021 16:17,DD4 6BY
2548641,"Queen Street Charging Hub, Dundee",APT51597,ac,5.92,00:33:47,22/10/2021 16:07,22/10/2021 16:40,DD5 2HD
2548726,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,12.76,00:20:28,22/10/2021 16:16,22/10/2021 16:37,DD2 3BH
2548736,"Princes Street Charging Hub, Dundee",APT51422,rapid,27.43,01:00:25,22/10/2021 16:17,22/10/2021 17:18,DD4 6BY
2548743,"Queen Street Charging Hub, Dundee",APT51591,rapid,10.07,00:16:11,22/10/2021 16:19,22/10/2021 16:35,DD5 2HD
2548792,"Princes Street Charging Hub, Dundee",APT51423,rapid,12.99,00:29:08,22/10/2021 16:25,22/10/2021 16:54,DD4 6BY
2548832,"Queen Street Charging Hub, Dundee",APT51593,rapid,17.93,00:34:56,22/10/2021 16:30,22/10/2021 17:05,DD5 2HD
2548978,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,16.47,00:22:29,22/10/2021 16:48,22/10/2021 17:10,DD2 3BH
2548985,"Queen Street Charging Hub, Dundee",APT51597,ac,17.82,09:16:06,22/10/2021 16:48,23/10/2021 02:04,DD5 2HD
2549056,Michelin Scotland Innovation Park ,53982,ac,6.7,02:49:08,22/10/2021 16:59,22/10/2021 19:48,DD4 8UQ
2549057,"Queen Street Charging Hub, Dundee",51592,rapid,3.72,01:00:06,22/10/2021 16:59,22/10/2021 17:59,DD5 2HD
2549071,"Queen Street Charging Hub, Dundee",APT51596,rapid,8.72,00:27:46,22/10/2021 17:00,22/10/2021 17:28,DD5 2HD
2549077,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,14.23,00:46:17,22/10/2021 17:01,22/10/2021 17:47,DD2 3BH
2549108,"Gellatly Street Car Park, Dundee",APT51356,ac,0.67,00:11:37,22/10/2021 17:05,22/10/2021 17:17,DD1 3DY
2549175,"Queen Street Charging Hub, Dundee",APT51591,rapid,19.96,01:00:24,22/10/2021 17:14,22/10/2021 18:14,DD5 2HD
2549187,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,18.13,00:41:48,22/10/2021 17:15,22/10/2021 17:57,DD2 3BH
2549248,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,19.32,00:36:44,22/10/2021 17:22,22/10/2021 17:59,DD2 3BH
2549290,Alexander Street - Dundee,APT51454,ac,29.11,11:18:26,22/10/2021 17:29,23/10/2021 04:47,DD1 2AE
2549301,"Queen Street Charging Hub, Dundee",APT51596,rapid,16.65,00:30:06,22/10/2021 17:30,22/10/2021 18:00,DD5 2HD
2549319,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,22.56,00:57:50,22/10/2021 17:32,22/10/2021 18:30,DD2 3BH
2549357,"Olympia Multi-Storey Car Park, Dundee",50677,ac,18.52,19:49:07,22/10/2021 17:38,23/10/2021 13:27,DD1 3JU
2549363,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,39,01:34:04,22/10/2021 17:38,22/10/2021 19:12,DD2 3BH
2549388,"Queen Street Charging Hub, Dundee",APT51593,rapid,0.91,00:07:35,22/10/2021 17:42,22/10/2021 17:50,DD5 2HD
2549433,"Princes Street Charging Hub, Dundee",APT51427,ac,14.769,01:12:52,22/10/2021 16:47,22/10/2021 17:59,DD4 6BY
2549434,"Queen Street Charging Hub, Dundee",51592,rapid,12.26,00:28:10,22/10/2021 18:47,22/10/2021 19:15,DD5 2HD
2549442,Alexander Street - Dundee,APT51454,ac,26.12,03:56:50,22/10/2021 17:48,22/10/2021 21:45,DD1 2AE
2549461,"Princes Street Charging Hub, Dundee",APT51425,rapid,24.2,,22/10/2021 17:50,22/10/2021 17:50,DD4 6BY
2549471,"Queen Street Charging Hub, Dundee",51599,ac,33.17,17:33:17,22/10/2021 17:51,23/10/2021 11:25,DD5 2HD
2549505,Craigowen Road,53318,ac,26.43,19:15:42,22/10/2021 17:55,23/10/2021 13:11,DD2 4NL
2549525,"Queen Street Charging Hub, Dundee",APT51594,rapid,25.25,03:00:17,22/10/2021 17:58,22/10/2021 20:58,DD5 2HD
2549534,"Queen Street Charging Hub, Dundee",APT51594,rapid,20.69,00:40:36,22/10/2021 17:58,22/10/2021 18:39,DD5 2HD
2549555,"Queen Street Charging Hub, Dundee",APT51593,rapid,38.8,00:48:40,22/10/2021 18:00,22/10/2021 18:49,DD5 2HD
2549559,"Princes Street Charging Hub, Dundee",APT51423,rapid,33.35,00:52:56,22/10/2021 18:01,22/10/2021 18:54,DD4 6BY
2549574,"Princes Street Charging Hub, Dundee",51426,rapid,24.48,01:20:25,22/10/2021 18:03,22/10/2021 19:24,DD4 6BY
2549579,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,5.44,00:12:07,22/10/2021 18:04,22/10/2021 18:16,DD2 3BH
2549594,"Princes Street Charging Hub, Dundee",51421,rapid,33.27,00:57:26,22/10/2021 18:07,22/10/2021 19:04,DD4 6BY
2549613,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,8.9,00:23:54,22/10/2021 18:11,22/10/2021 18:35,DD2 3BH
2549657,"Queen Street Charging Hub, Dundee",51592,rapid,16.04,00:28:29,22/10/2021 18:18,22/10/2021 18:46,DD5 2HD
2549664,"Princes Street Charging Hub, Dundee",APT51422,rapid,36.89,00:44:38,22/10/2021 18:18,22/10/2021 19:03,DD4 6BY
2549747,South Tay Street (Car Club / Public),52567,ac,5.54,04:17:18,22/10/2021 18:29,22/10/2021 22:46,DD1 1PF
2549759,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,45.21,01:10:56,22/10/2021 18:29,22/10/2021 19:40,DD2 3BH
2549781,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,12.99,00:37:36,22/10/2021 18:32,22/10/2021 19:09,DD2 3BH
2549834,"Dundee Taybridge Rail Station, South Union Street, Dundee",APT50348,ac,26.99,02:28:11,22/10/2021 18:40,22/10/2021 21:08,
2549835,"Dundee Ice Arena, Dundee",50692,rapid,22,00:51:57,22/10/2021 17:40,22/10/2021 18:32,DD2 3QN
2549842,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,12.03,00:23:50,22/10/2021 18:41,22/10/2021 19:04,DD2 3BH
2549861,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,14.68,00:30:57,22/10/2021 18:42,22/10/2021 19:13,DD2 3BH
2549929,"Nethergate, Dundee",APT51086,ac,0.46,00:01:48,22/10/2021 18:53,22/10/2021 18:54,DD1 4HN
2549954,"Nethergate, Dundee",APT51086,ac,10.04,02:08:30,22/10/2021 18:56,22/10/2021 21:04,DD1 4HN
2549963,"Princes Street Charging Hub, Dundee",APT51425,rapid,4.67,00:14:25,22/10/2021 18:57,22/10/2021 19:11,DD4 6BY
2549967,"Olympia Multi-Storey Car Park, Dundee",50675,ac,34.2,14:30:54,22/10/2021 18:58,23/10/2021 09:29,DD1 3JU
2550061,"Princes Street Charging Hub, Dundee",APT51423,rapid,18.65,00:45:25,22/10/2021 19:14,22/10/2021 19:59,DD4 6BY
2550114,"Princes Street Charging Hub, Dundee",APT51422,rapid,14.29,00:32:24,22/10/2021 19:23,22/10/2021 19:55,DD4 6BY
2550119,"Princes Street Charging Hub, Dundee",51421,rapid,5.66,00:11:22,22/10/2021 19:24,22/10/2021 19:35,DD4 6BY
2550128,"Orleans Place, Dundee",52399,ac,20.07,03:28:30,22/10/2021 19:25,22/10/2021 22:54,
2550137,"Queen Street Charging Hub, Dundee",APT51596,rapid,19.65,00:47:06,22/10/2021 19:27,22/10/2021 20:14,DD5 2HD
2550139,"Princes Street Charging Hub, Dundee",APT51425,rapid,4.54,00:25:29,22/10/2021 19:27,22/10/2021 19:53,DD4 6BY
2550199,"Queen Street Charging Hub, Dundee",51592,rapid,17.24,00:43:58,22/10/2021 19:35,22/10/2021 20:19,DD5 2HD
2550209,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,19.63,00:29:32,22/10/2021 19:38,22/10/2021 20:07,DD2 3BH
2550306,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,24.16,01:09:47,22/10/2021 19:51,22/10/2021 21:01,DD2 3BH
2550368,"Princes Street Charging Hub, Dundee",APT51422,rapid,16.51,00:20:00,22/10/2021 20:01,22/10/2021 20:21,DD4 6BY
2550415,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,9.32,00:55:46,22/10/2021 20:08,22/10/2021 21:04,DD2 3BH
2550423,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,6.32,00:20:25,22/10/2021 20:10,22/10/2021 20:31,DD2 3BH
2550453,"Princes Street Charging Hub, Dundee",51421,rapid,14.974,00:26:43,22/10/2021 19:16,22/10/2021 19:43,DD4 6BY
2550459,"Queen Street Charging Hub, Dundee",APT51596,rapid,29.11,00:59:26,22/10/2021 20:18,22/10/2021 21:17,DD5 2HD
2550460,"Princes Street Charging Hub, Dundee",APT51423,rapid,14.4,00:35:36,22/10/2021 20:18,22/10/2021 20:54,DD4 6BY
2550482,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,8.37,00:19:45,22/10/2021 20:25,22/10/2021 20:44,DD2 3BH
2550498,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,16.06,00:33:48,22/10/2021 20:28,22/10/2021 21:02,DD2 3BH
2550514,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,16.45,00:22:33,22/10/2021 20:32,22/10/2021 20:54,DD2 3BH
2550572,"Princes Street Charging Hub, Dundee",APT51422,rapid,25.58,01:00:24,22/10/2021 20:44,22/10/2021 21:45,DD4 6BY
2550587,"Princes Street Charging Hub, Dundee",51421,rapid,23.4,00:39:55,22/10/2021 20:48,22/10/2021 21:28,DD4 6BY
2550613,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,17.72,00:43:37,22/10/2021 20:52,22/10/2021 21:35,DD2 3BH
2550643,"Queen Street Charging Hub, Dundee",APT51591,rapid,3.94,01:13:00,22/10/2021 20:59,22/10/2021 22:12,DD5 2HD
2550644,"Dock Street, Dundee",APT50910,ac,29.428,02:37:41,22/10/2021 19:59,22/10/2021 22:36,DD1 3DP
2550660,"Princes Street Charging Hub, Dundee",51426,rapid,14.87,00:43:07,22/10/2021 21:03,22/10/2021 21:46,DD4 6BY
2550674,"Queen Street Charging Hub, Dundee",APT51593,rapid,3.98,00:08:08,22/10/2021 21:06,22/10/2021 21:14,DD5 2HD
2550701,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,15.97,00:45:27,22/10/2021 21:11,22/10/2021 21:56,DD2 3BH
2550713,"Queen Street Charging Hub, Dundee",APT51593,rapid,19.43,00:59:55,22/10/2021 21:17,22/10/2021 22:16,DD5 2HD
2550714,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,10.6,00:25:47,22/10/2021 21:17,22/10/2021 21:43,DD2 3BH
2550715,"Queen Street Charging Hub, Dundee",51592,rapid,7.16,00:15:42,22/10/2021 21:17,22/10/2021 21:33,DD5 2HD
2550719,"Queen Street Charging Hub, Dundee",APT51594,rapid,43.05,00:52:12,22/10/2021 21:18,22/10/2021 22:10,DD5 2HD
2550720,"Housing Office East, Midmill Road, Dundee",50269,ac,8.3,10:34:57,22/10/2021 22:18,23/10/2021 08:53,DD4 8ES
2550726,"Princes Street Charging Hub, Dundee",APT51423,rapid,26.06,00:54:37,22/10/2021 21:20,22/10/2021 22:15,DD4 6BY
2550735,"Princes Street Charging Hub, Dundee",APT51427,ac,58.674,11:05:46,22/10/2021 20:22,23/10/2021 07:28,DD4 6BY
2550758,Michelin Scotland Innovation Park ,53982,ac,13.29,21:08:20,22/10/2021 21:28,23/10/2021 18:36,DD4 8UQ
2550773,"Princes Street Charging Hub, Dundee",51421,rapid,7.59,00:12:53,22/10/2021 21:31,22/10/2021 21:44,DD4 6BY
2550802,"Princes Street Charging Hub, Dundee",APT51425,rapid,19.5,00:45:31,22/10/2021 21:41,22/10/2021 22:26,DD4 6BY
2550810,"Queen Street Charging Hub, Dundee",APT51596,rapid,16.1,00:30:36,22/10/2021 21:43,22/10/2021 22:13,DD5 2HD
2550842,"Greenmarket Multi Storey Car Park, Dundee",APTCYCPIP-0039-13,ac,50.42,15:30:38,22/10/2021 22:52,23/10/2021 14:23,DD1 4BX
2550868,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,5.08,00:10:05,22/10/2021 21:57,22/10/2021 22:07,DD2 3BH
2550881,"Dundee Ice Arena, Dundee",50692,rapid,21,00:29:08,22/10/2021 22:01,22/10/2021 22:30,DD2 3QN
2550912,"Princes Street Charging Hub, Dundee",51421,rapid,37.93,01:00:42,22/10/2021 22:13,22/10/2021 23:14,DD4 6BY
2550914,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,22.52,00:56:07,22/10/2021 22:14,22/10/2021 23:10,DD2 3BH
2550923,"Princes Street Charging Hub, Dundee",APT51423,rapid,15.28,00:22:25,22/10/2021 22:17,22/10/2021 22:40,DD4 6BY
2550934,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,5.72,00:08:27,22/10/2021 22:21,22/10/2021 22:30,DD2 3BH
2550936,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,7.89,00:12:27,22/10/2021 22:22,22/10/2021 22:34,DD2 3BH
2550945,"Queen Street Charging Hub, Dundee",APT51597,ac,11.37,10:53:13,22/10/2021 22:24,23/10/2021 09:17,DD5 2HD
2550951,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,4.41,00:11:20,22/10/2021 22:26,22/10/2021 22:37,DD2 3BH
2550953,"Princes Street Charging Hub, Dundee",APT51422,rapid,21.24,00:37:28,22/10/2021 22:26,22/10/2021 23:03,DD4 6BY
2551004,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,9.89,00:18:57,22/10/2021 22:45,22/10/2021 23:04,DD2 3BH
2551005,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,8.7,00:20:08,22/10/2021 22:46,22/10/2021 23:06,DD2 3BH
2551006,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,3.57,00:06:47,22/10/2021 22:47,22/10/2021 22:53,DD2 3BH
2551019,"Princes Street Charging Hub, Dundee",APT51423,rapid,6.41,00:11:39,22/10/2021 22:52,22/10/2021 23:04,DD4 6BY
2551026,"Princes Street Charging Hub, Dundee",APT51425,rapid,6.7,00:24:51,22/10/2021 22:53,22/10/2021 23:18,DD4 6BY
2551028,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,13.72,00:20:06,22/10/2021 22:55,22/10/2021 23:15,DD2 3BH
2551061,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,4.04,00:06:15,22/10/2021 23:11,22/10/2021 23:17,DD2 3BH
2551095,"Princes Street Charging Hub, Dundee",51421,rapid,15.21,00:28:49,22/10/2021 23:30,22/10/2021 23:59,DD4 6BY
2551127,"Princes Street Charging Hub, Dundee",APT51423,rapid,15.7,00:40:12,22/10/2021 23:47,23/10/2021 00:27,DD4 6BY
2551141,"Princes Street Charging Hub, Dundee",APT51425,rapid,14.7,00:34:56,22/10/2021 23:54,23/10/2021 00:29,DD4 6BY
2551145,"Queen Street Charging Hub, Dundee",APT51596,rapid,21.7,01:00:26,22/10/2021 23:56,23/10/2021 00:57,DD5 2HD
2551149,"Queen Street Charging Hub, Dundee",51592,rapid,13.34,00:28:46,22/10/2021 23:59,23/10/2021 00:28,DD5 2HD
2551151,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,24.7,01:00:23,23/10/2021 00:00,23/10/2021 01:00,DD2 3BH
2551173,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,1.18,00:05:05,23/10/2021 00:12,23/10/2021 00:17,DD2 3BH
2551194,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,14.12,00:20:26,23/10/2021 00:28,23/10/2021 00:48,DD2 3BH
2551205,"Princes Street Charging Hub, Dundee",51421,rapid,13.53,00:22:31,23/10/2021 00:36,23/10/2021 00:58,DD4 6BY
2551228,"Princes Street Charging Hub, Dundee",51421,rapid,17.52,00:31:54,23/10/2021 01:01,23/10/2021 01:33,DD4 6BY
2551234,"Queen Street Charging Hub, Dundee",APT51596,rapid,24.31,01:00:26,23/10/2021 01:07,23/10/2021 02:07,DD5 2HD
2551238,"Princes Street Charging Hub, Dundee",APT51422,rapid,13.55,00:39:23,23/10/2021 01:11,23/10/2021 01:50,DD4 6BY
2551241,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,13.6,00:31:52,23/10/2021 01:12,23/10/2021 01:44,DD2 3BH
2551247,Alexander Street - Dundee,APT51454,ac,20.22,09:04:49,23/10/2021 01:16,23/10/2021 10:21,DD1 2AE
2551258,"Princes Street Charging Hub, Dundee",APT51423,rapid,11.15,00:16:10,23/10/2021 01:29,23/10/2021 01:45,DD4 6BY
2551267,"Princes Street Charging Hub, Dundee",51421,rapid,14.23,00:23:02,23/10/2021 01:38,23/10/2021 02:01,DD4 6BY
2551274,"Queen Street Charging Hub, Dundee",51592,rapid,17.1,00:37:13,23/10/2021 01:51,23/10/2021 02:28,DD5 2HD
2551285,"Queen Street Charging Hub, Dundee",APT51597,ac,23.32,04:48:49,23/10/2021 02:08,23/10/2021 06:57,DD5 2HD
2551295,"Princes Street Charging Hub, Dundee",APT51425,rapid,19.95,00:46:30,23/10/2021 02:25,23/10/2021 03:12,DD4 6BY
2551304,"Princes Street Charging Hub, Dundee",51421,rapid,25.39,00:42:43,23/10/2021 02:36,23/10/2021 03:18,DD4 6BY
2551315,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,14.7,00:22:38,23/10/2021 02:49,23/10/2021 03:11,DD2 3BH
2551316,"Dundee Ice Arena, Dundee",50692,rapid,7,00:11:42,23/10/2021 02:51,23/10/2021 03:02,DD2 3QN
2551319,"Princes Street Charging Hub, Dundee",APT51423,rapid,16.95,00:29:35,23/10/2021 02:52,23/10/2021 03:22,DD4 6BY
2551320,"Princes Street Charging Hub, Dundee",APT51422,rapid,25.53,00:46:58,23/10/2021 02:55,23/10/2021 03:42,DD4 6BY
2551326,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,16.94,00:36:40,23/10/2021 03:02,23/10/2021 03:39,DD2 3BH
2551327,"Orleans Place, Dundee",52399,ac,26.12,14:55:35,23/10/2021 03:03,23/10/2021 17:59,
2551334,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,12.5,00:25:14,23/10/2021 03:12,23/10/2021 03:37,DD2 3BH
2551338,"Princes Street Charging Hub, Dundee",APT51425,rapid,18.45,00:42:52,23/10/2021 03:19,23/10/2021 04:01,DD4 6BY
2551341,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,16.25,00:27:23,23/10/2021 03:23,23/10/2021 03:51,DD2 3BH
2551342,"Princes Street Charging Hub, Dundee",51421,rapid,18.31,00:31:19,23/10/2021 03:24,23/10/2021 03:56,DD4 6BY
2551344,"Princes Street Charging Hub, Dundee",APT51423,rapid,19.36,00:42:59,23/10/2021 03:30,23/10/2021 04:13,DD4 6BY
2551349,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,1.39,00:04:15,23/10/2021 03:39,23/10/2021 03:43,DD2 3BH
2551354,"Princes Street Charging Hub, Dundee",APT51422,rapid,22.34,00:41:44,23/10/2021 03:43,23/10/2021 04:24,DD4 6BY
2551378,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,5.86,00:08:11,23/10/2021 04:39,23/10/2021 04:47,DD2 3BH
2551386,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,10.4,00:24:55,23/10/2021 04:54,23/10/2021 05:19,DD2 3BH
2551389,Alexander Street - Dundee,APT51454,ac,16.35,13:37:26,23/10/2021 04:57,23/10/2021 18:35,DD1 2AE
2551409,"Princes Street Charging Hub, Dundee",APT51423,rapid,3.81,00:06:53,23/10/2021 05:37,23/10/2021 05:44,DD4 6BY
2551410,"Queen Street Charging Hub, Dundee",51599,ac,22.47,10:27:00,23/10/2021 05:37,23/10/2021 16:04,DD5 2HD
2551416,"Princes Street Charging Hub, Dundee",51421,rapid,9.96,00:15:45,23/10/2021 05:49,23/10/2021 06:05,DD4 6BY
2551422,"Queen Street Charging Hub, Dundee",51592,rapid,17.53,00:52:23,23/10/2021 06:03,23/10/2021 06:56,DD5 2HD
2551425,"Princes Street Charging Hub, Dundee",APT51425,rapid,4.96,00:16:03,23/10/2021 06:06,23/10/2021 06:22,DD4 6BY
2551464,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,10.37,00:18:41,23/10/2021 06:50,23/10/2021 07:09,DD2 3BH
2551469,"Queen Street Charging Hub, Dundee",APT51597,ac,32.65,14:08:27,23/10/2021 07:02,23/10/2021 21:10,DD5 2HD
2551537,"Princes Street Charging Hub, Dundee",APT51422,rapid,26.47,00:41:01,23/10/2021 07:56,23/10/2021 08:37,DD4 6BY
2551549,"Queen Street Charging Hub, Dundee",51592,rapid,67.218,03:06:22,23/10/2021 07:09,23/10/2021 10:15,DD5 2HD
2551573,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,17.54,00:38:56,23/10/2021 08:23,23/10/2021 09:02,DD2 3BH
2551603,"Princes Street Charging Hub, Dundee",APT51423,rapid,6.1,00:11:17,23/10/2021 08:38,23/10/2021 08:50,DD4 6BY
2551622,"Queen Street Charging Hub, Dundee",APT51593,rapid,0.32,00:00:57,23/10/2021 08:44,23/10/2021 08:45,DD5 2HD
2551630,"Queen Street Charging Hub, Dundee",APT51596,rapid,35.42,02:37:32,23/10/2021 08:46,23/10/2021 11:24,DD5 2HD
2551638,"Princes Street Charging Hub, Dundee",APT51425,rapid,1.76,00:04:49,23/10/2021 08:49,23/10/2021 08:53,DD4 6BY
2551660,"Princes Street Charging Hub, Dundee",APT51422,rapid,21.71,00:27:11,23/10/2021 08:55,23/10/2021 09:22,DD4 6BY
2551995,"Queen Street Charging Hub, Dundee",APT51591,rapid,0.04,00:00:41,23/10/2021 10:08,23/10/2021 10:09,DD5 2HD
2552000,"Queen Street Charging Hub, Dundee",APT51593,rapid,10.41,01:45:53,23/10/2021 10:09,23/10/2021 11:55,DD5 2HD
